City,Country,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,latitude,longitude,Year
Cincinnati, United States,73.22,32.4,53.12,72.84,70.24,108.68,39.1031182,-84.5120196,2017
Cleveland, United States,79.64,30.27,55.33,78,79.61,112.89,41.49932,-81.6943605,2017
Columbia, United States,74.6,30.07,52.67,84.2,69.25,73.57,34.0007104,-81.0348144,2017
Columbus, United States,72.48,34.29,53.68,72.85,65.5,127.65,39.9611755,-82.9987942,2017
Dallas, United States,70.47,38.6,54.78,69.25,68.82,171.08,32.7766642,-96.7969879,2017
Dayton, United States,75.86,21.14,48.92,87.31,59.68,92.25,39.7589478,-84.1916069,2017
Denver, United States,81.71,54.11,68.12,84.5,79.32,129.35,39.7392358,-104.990251,2017
Des Moines, United States,77.79,31.89,55.19,92.55,65.1,84.89,41.5868353,-93.6249593,2017
Detroit, United States,79.5,36.81,58.48,82.7,67.57,124.39,42.331427,-83.0457538,2017
Durham, United States,74.94,35.04,55.3,82.87,65.67,150.01,35.9940329,-78.898619,2017
Eugene, United States,80.22,31.42,56.19,94.92,67.22,108.26,44.0520691,-123.0867536,2017
Fayetteville, United States,79.07,22.93,51.43,88.7,67.54,80.29,35.0526641,-78.8783585,2017
Fort Collins, United States,82.53,40.78,61.98,95.23,71.33,63.35,40.5852602,-105.084423,2017
Fort Lauderdale, United States,77.71,52.75,65.42,79.97,78.35,102.52,26.1224386,-80.1373174,2017
Fort Myers, United States,72.08,30.63,51.67,79.19,64.03,71.17,26.640628,-81.8723084,2017
Fort Worth, United States,73.02,35.36,54.48,75.47,67.27,138.85,32.7554883,-97.3307658,2017
Fresno, United States,77.15,31.72,54.78,78.07,77.2,131.93,36.7377981,-119.7871247,2017
Grand Rapids, United States,78.54,32.68,55.96,82.13,72.53,122.5,42.9633599,-85.6680863,2017
Greensboro, United States,78.98,25.26,52.53,90.06,61.02,133.43,36.0726354,-79.7919754,2017
Greenville, United States,75.75,35.94,56.15,85.7,67.11,116.46,34.8526176,-82.3940104,2017
Harrisburg, United States,77.53,26.7,52.5,88.04,66.89,116.75,40.2731911,-76.8867008,2017
Hartford, United States,83.7,42.97,63.65,86.3,86.72,101.18,41.7658043,-72.6733723,2017
Honolulu, United States,103.32,64.98,84.44,121.83,88.49,84.93,21.3069444,-157.8583333,2017
Houston, United States,74.95,44.18,59.8,79.6,72.1,147.15,29.7604267,-95.3698028,2017
Huntsville, United States,66.34,28.5,47.71,70.03,63.59,132.14,34.7303688,-86.5861037,2017
Indianapolis, United States,80.87,30.57,56.1,86.66,76.61,85.5,39.768403,-86.158068,2017
Irvine, United States,82.79,65.6,74.33,88.68,79,126.76,33.6845673,-117.8265049,2017
Jacksonville, United States,79.48,33.71,56.95,86.89,72.29,95.46,30.3321838,-81.655651,2017
Jersey City, United States,80.7,68.03,74.46,81.67,78.18,140.69,40.7177545,-74.0431435,2017
Kansas City, United States,69.9,29.32,49.92,70.8,64.51,134.67,39.0997265,-94.5785667,2017
Knoxville, United States,66.87,29.87,48.65,69.13,65.7,129.1,35.9606384,-83.9207392,2017
Las Vegas, United States,74.03,30.85,52.77,70.97,77.69,137.36,36.1699412,-115.1398296,2017
Lexington, United States,73.01,27.86,50.78,77.85,64.7,104.85,38.0405837,-84.5037164,2017
Little Rock, United States,78.2,25.58,52.29,90.26,66.91,111.23,34.7464809,-92.2895948,2017
Los Angeles, United States,82.11,67.55,74.94,82.06,84.13,118.09,34.0522342,-118.2436849,2017
Louisville, United States,74.89,28.35,51.97,87.46,64.14,106.05,38.2526647,-85.7584557,2017
Madison, United States,70.79,37.22,54.26,70.54,69.64,120.06,43.0730517,-89.4012302,2017
Melbourne, United States,87.34,30.73,59.47,104.43,81.84,136.52,28.0836269,-80.6081089,2017
Memphis, United States,78.8,28.82,54.19,84.63,73.14,125.81,35.1495343,-90.0489801,2017
Miami, United States,90.68,63.46,77.27,93.95,98.47,89.18,25.7616798,-80.1917902,2017
Milwaukee, United States,79.48,33.67,56.93,81.2,75.73,127.22,43.0389025,-87.9064736,2017
Minneapolis, United States,85.38,43.62,64.81,96.04,78.89,115.28,44.977753,-93.2650108,2017
Mobile, United States,69.53,24.51,47.37,74.84,66.25,123.62,30.6953657,-88.0398912,2017
Nashville, United States,78.28,46.63,62.69,83.87,74.48,116.83,36.1626638,-86.7816016,2017
New Haven, United States,94.1,47.09,70.95,112.78,91.54,114.53,41.308274,-72.9278835,2017
New Orleans, United States,82.33,41.07,62.01,85.51,84.97,101.33,29.9510658,-90.0715323,2017
New York, United States,100,100,100,100,100,100,40.7127753,-74.0059728,2017
Newark, United States,75.82,37.05,56.73,68.82,85.79,96.8,40.735657,-74.1723667,2017
Oakland, United States,90.73,78.69,84.8,97.63,84.79,91.15,37.8043637,-122.2711137,2017
Oklahoma City, United States,67.35,26.8,47.39,72.88,61.47,127.31,35.4675602,-97.5164276,2017
Orlando, United States,81.87,40.14,61.32,89.93,77.83,117.11,28.5383355,-81.3792365,2017
Pensacola, United States,70.9,28,49.78,75.85,64.15,116.64,30.421309,-87.2169149,2017
Philadelphia, United States,87.74,49.34,68.83,91.14,80.92,115.92,39.9525839,-75.1652215,2017
Phoenix, United States,71.45,32.02,52.04,67.59,77.01,122.68,33.4483771,-112.0740373,2017
Pittsburgh, United States,82.25,39.28,61.09,84.36,74.44,131.51,40.4406248,-79.9958864,2017
Plano, United States,78.55,40.22,59.68,78.1,66.46,149.09,33.0198431,-96.6988856,2017
Portland, United States,67.06,81.72,51.94,85.72,71.25,122.71,45.5154586,-122.6793461,2017
Queens, United States,84.7,63.98,74.5,80.22,88.5,98.73,40.7282239,-73.7948516,2017
Raleigh, United States,75.81,38.07,57.23,87.07,71.67,137.76,35.7795897,-78.6381787,2017
Reno, United States,62.75,31.98,47.6,55.85,67.85,97.3,39.5296329,-119.8138027,2017
Rochester, United States,74.12,29.85,52.32,80.49,73.53,121.55,43.1565779,-77.6088465,2017
Sacramento, United States,82.76,43.53,63.45,87.64,75.56,121.89,38.5815719,-121.4943996,2017
Saint Louis, United States,75.57,30.21,53.24,79.36,71.65,138.13,38.6270025,-90.1994042,2017
Saint Paul, United States,81.64,38.14,60.22,88.63,73.01,88.16,44.9537029,-93.0899578,2017
Saint Petersburg, United States,78.32,41.09,59.99,82.17,79.2,133.67,27.7676008,-82.6402915,2017
Salem, United States,73.33,29.8,51.89,76.12,73.66,90.58,42.51954,-70.8967155,2017
Salt Lake City, United States,70.3,36.53,53.67,70.54,71.5,137.74,40.7607793,-111.8910474,2017
San Antonio, United States,64.53,35.59,50.28,64.35,64.45,151.28,29.4241219,-98.4936282,2017
San Diego, United States,79.89,60.79,70.49,83.15,78.95,129.95,32.715738,-117.1610838,2017
San Francisco, United States,101.94,119.63,110.65,116.73,93.57,104.4,37.7749295,-122.4194155,2017
San Jose, United States,85.13,83.63,84.39,90.68,84.04,140.74,37.3382082,-121.8863286,2017
Santa Barbara, United States,81.14,70.52,75.91,80.42,86.66,176.22,34.4208305,-119.6981901,2017
Seattle, United States,93.31,65.46,79.6,98.17,86.72,121.29,47.6062095,-122.3320708,2017
Shreveport, United States,75.01,23.88,49.83,83.48,67.61,66.12,32.5251516,-93.7501789,2017
Spokane, United States,73.72,27.02,50.73,77.5,67.93,108.18,47.6587802,-117.4260465,2017
Springfield, United States,63.53,18.71,41.46,70.79,59.02,75,42.1014831,-72.589811,2017
Syracuse, United States,76.96,28.49,53.09,81.82,65.68,84.89,43.0481221,-76.1474244,2017
Tacoma, United States,86.78,36.99,62.26,91.42,75.32,110.13,47.2528768,-122.4442906,2017
Tampa, United States,78.92,44.51,61.98,85.17,80.01,102.73,27.950575,-82.4571776,2017
Tucson, United States,65.37,23.96,44.98,66.41,65.65,133.7,32.2226066,-110.9747108,2017
Tulsa, United States,73.08,29.11,51.43,79.06,65.4,108.64,36.1539816,-95.992775,2017
Vancouver, United States,71.41,32.38,52.19,69.54,67.33,114.44,45.6272259,-122.6727305,2017
Washington, United States,95.96,74.32,85.31,96.97,90.78,107.86,47.7510741,-120.7401385,2017
West Palm Beach, United States,79.61,44.16,62.16,85.54,78.17,108.9,26.7153424,-80.0533746,2017
Wichita, United States,72.56,24.87,49.08,78.53,68.65,94.16,37.6871761,-97.330053,2017
Montevideo, Uruguay,72.91,20.09,46.9,58.79,74.81,29.29,-34.9011127,-56.1645314,2017
Caracas, Venezuela,36.75,9.74,23.45,39.15,34.73,2.96,10.4805937,-66.9036063,2017
Hanoi, Vietnam,44.77,15.45,30.33,43.69,24.2,19.51,21.0277644,105.8341598,2017
Ho Chi Minh City, Vietnam,44.06,17.54,31,49.01,21.11,33.18,10.8230989,106.6296638,2017
Harare, Zimbabwe,54.52,14.98,35.05,48.17,40.49,21.74,-17.8251657,31.03351,2017
Tirana, Albania,39.33,9.96,25.17,31.79,32.05,38.05,41.3275459,19.8186982,2018
Algiers, Algeria,37.13,8.61,23.38,38.43,22.86,33.38,36.753768,3.0587561,2018
Buenos Aires, Argentina,56.05,15.58,36.53,48.19,56.51,60.03,-34.6036844,-58.3815591,2018
Yerevan, Armenia,34.12,9.37,22.18,27.73,31.77,32.52,40.1791857,44.4991029,2018
Adelaide, Australia,86.02,36.56,62.17,82.05,81.67,113.86,-34.9284989,138.6007456,2018
Brisbane, Australia,82.17,43.31,63.43,75.42,81.39,130.41,-27.4697707,153.0251235,2018
Cairns, Australia,84.98,30.59,58.75,84.5,74.96,118.05,-16.9185514,145.7780548,2018
Canberra, Australia,80.9,45.03,63.6,77.06,79.23,139.38,-35.2809368,149.1300092,2018
Darwin, Australia,84.98,46.52,66.43,82.29,91.79,118.09,-12.4634403,130.8456418,2018
Gold Coast, Australia,74.89,38.76,57.46,74.88,72.35,124.98,-28.016667,153.4,2018
Hobart, Australia,82.88,31.46,58.08,81.1,88.26,99.4,-42.8821377,147.3271949,2018
Melbourne, Australia,85.15,44.81,65.7,82.11,77.29,127.15,-37.8136276,144.9630576,2018
Newcastle, Australia,77.12,43.45,60.88,76.5,84.01,134.62,-32.9282712,151.7816802,2018
Perth, Australia,86.24,40.5,64.18,80.79,90.63,130.38,-31.9505269,115.8604572,2018
Sydney, Australia,90.77,68.43,80,85.02,77.09,118.81,-33.8688197,151.2092955,2018
Graz, Austria,80.59,24.94,53.75,78.18,65.21,106.41,47.070714,15.439504,2018
Linz, Austria,89.33,29.43,60.44,84.03,88.05,95.13,48.30694,14.28583,2018
Vienna, Austria,78.64,35.04,57.61,73.8,73.39,98.88,48.2081743,16.3738189,2018
Baku, Azerbaijan,31.31,9.65,20.86,27.9,32.31,29.19,40.4092617,49.8670924,2018
Nassau, Bahamas,99.73,40.45,71.14,85.34,104.17,58.69,25.0479835,-77.355413,2018
Manama, Bahrain,59,30.65,45.33,57.63,54.83,67.56,26.2285161,50.5860497,2018
Dhaka, Bangladesh,33.64,6.83,20.71,31.89,23.54,37.72,23.810332,90.4125181,2018
Minsk, Belarus,35.3,11.25,23.71,28.55,38.12,43.77,53.9045398,27.5615244,2018
Antwerp, Belgium,88.2,28.06,59.19,79.12,101.67,90.18,51.2194475,4.4024643,2018
Brussels, Belgium,83.65,35.76,60.55,72.55,96.1,104.35,50.8503463,4.3517211,2018
Gent, Belgium,85.16,26.92,57.07,72.2,94.01,96.27,51.0543422,3.7174243,2018
Leuven, Belgium,85.31,29.48,58.38,79.81,86.88,92.44,50.8798438,4.7005176,2018
Hamilton, Bermuda,145.43,110.87,128.76,143.47,158.75,112.26,32.2945837,-64.7858887,2018
Banja Luka, Bosnia And Herzegovina,39.85,7.77,24.38,32.73,28.97,51.24,44.7721811,17.191,2018
Sarajevo, Bosnia And Herzegovina,42.5,10.13,26.89,35.37,31.5,48.89,43.8562586,18.4130763,2018
Belo Horizonte, Brazil,50.41,12.56,32.15,37.82,41.12,35.32,-19.9166813,-43.9344931,2018
Brasilia, Brazil,53.84,16.73,35.94,44.65,47.74,49.33,-15.826691,-47.9218204,2018
Campinas, Brazil,57.21,14.1,36.42,43.15,48.2,59.53,-22.9329252,-47.073845,2018
Curitiba, Brazil,49.43,12.63,31.68,37,41.47,46.26,-25.4808762,-49.3044253,2018
Florianopolis, Brazil,50.4,15.08,33.37,39.36,42.08,39.69,-27.5948698,-48.5482195,2018
Porto Alegre, Brazil,53.88,14.79,35.03,42.32,42.19,46.35,-30.0346471,-51.2176584,2018
Recife, Brazil,52.22,12.23,32.93,41.22,41.58,39.68,-8.0522404,-34.9286096,2018
Rio De Janeiro, Brazil,57.14,21.61,40,42.19,48.58,39.15,-22.9068467,-43.1728965,2018
Sao Paulo, Brazil,56.83,21.02,39.56,43.58,48.59,40.03,-23.5505199,-46.6333094,2018
Plovdiv, Bulgaria,40.29,7.65,24.55,35.49,33.1,54.98,42.1354079,24.7452904,2018
Sofia, Bulgaria,43.11,12.96,28.57,37.06,34.44,60.66,42.6977082,23.3218675,2018
Varna, Bulgaria,42.26,8.71,26.08,37.66,34.85,48.43,43.2140504,27.9147333,2018
Phnom Penh, Cambodia,49.24,17.42,33.89,53.68,24.62,26.41,11.5563738,104.9282099,2018
Barrie, Canada,79.18,28.03,54.51,79.85,76.95,127.57,44.3893556,-79.6903316,2018
Calgary, Canada,76.44,31.37,54.7,72.97,75.23,146.39,51.0486151,-114.0708459,2018
Edmonton, Canada,76.01,31.61,54.6,74.26,73.66,131.93,53.544389,-113.4909267,2018
Guelph, Canada,72.93,28.86,51.68,68.86,80.08,114.41,43.5448048,-80.2481666,2018
Halifax, Canada,82.03,29.33,56.61,88.57,75.91,95.7,44.6487635,-63.5752387,2018
Hamilton, Canada,65.26,27.6,47.1,60.77,65.83,122.71,43.2557206,-79.8711024,2018
Kelowna, Canada,74.78,34.84,55.52,77.54,68.9,109.75,49.8879519,-119.4960106,2018
Kitchener, Canada,63.9,27.36,46.28,58.85,59.89,124.25,43.4516395,-80.4925337,2018
London, Canada,69.39,24.58,47.78,65.97,66.17,105.79,42.9849233,-81.2452768,2018
Mississauga, Canada,72.54,36.65,55.23,68.46,67.15,106.67,43.5890452,-79.6441198,2018
Moncton, Canada,71.79,18.63,46.15,70.92,66.98,88.06,46.0878165,-64.7782313,2018
Montreal, Canada,69.18,26.68,48.69,68.65,67.17,120.29,45.5016889,-73.567256,2018
Ottawa, Canada,69.91,31.76,51.51,64.16,71.95,145.32,45.4215296,-75.6971931,2018
Quebec City, Canada,71.21,17.97,45.53,71.69,65.29,118.31,46.8138783,-71.2079809,2018
Red Deer, Canada,76.15,25.51,51.73,69.85,74.21,136.55,52.2681118,-113.8112386,2018
Regina, Canada,72.85,28.93,51.67,73.25,66.3,109.12,50.4452112,-104.6188943,2018
Saskatoon, Canada,81.02,29.7,56.27,82.39,72.78,99.63,52.1332144,-106.6700458,2018
Surrey, Canada,67.37,33.36,50.97,65.23,61.6,93.78,49.1913466,-122.8490125,2018
Toronto, Canada,75.22,46.94,61.58,70.65,71.58,106.83,43.653226,-79.3831843,2018
Vancouver, Canada,75.59,53.5,64.94,78.26,70.12,96.77,49.2827291,-123.1207375,2018
Victoria, Canada,75.47,40,58.36,79.13,70.56,112.52,48.4284207,-123.3656444,2018
Waterloo, Canada,72.86,29.64,52.01,70.36,70.2,120.38,43.4642578,-80.5204096,2018
Windsor, Canada,72,21.38,47.59,63.4,67.16,118.85,42.3149367,-83.0363633,2018
Winnipeg, Canada,71.22,24.91,48.89,69.49,67.33,114.61,49.895136,-97.1383744,2018
Santiago, Chile,56.85,17.85,38.04,48.15,55.32,50.65,-33.4488897,-70.6692655,2018
Beijing, China,46.09,33.51,40.02,44.92,35.14,76.61,39.9041999,116.4073963,2018
Chengdu, China,39.26,12.73,26.47,38.41,28.42,77.03,30.572815,104.066801,2018
Guangzhou, China,43.5,20.93,32.61,44.04,27.37,79.47,23.12911,113.264385,2018
Shanghai, China,56.16,41.95,49.3,61.7,40.74,66.16,31.2303904,121.4737021,2018
Shenzhen, China,49.65,25.37,37.94,53.67,31.34,83.96,22.543096,114.057865,2018
Bogota, Colombia,38.99,13.86,26.87,31.74,29.55,42.03,4.7109886,-74.072092,2018
Cali, Colombia,33.04,7.44,20.69,28.79,23.76,39.71,3.4516467,-76.5319854,2018
Medellin, Colombia,35.87,12.33,24.52,31.73,27.61,29.33,6.244203,-75.5812119,2018
San Jose, Costa Rica,60.46,19.28,40.6,60.98,49.47,48.89,9.9280694,-84.0907246,2018
Osijek, Croatia,49.04,8.14,29.32,40.85,36.36,58.44,45.5549624,18.6955144,2018
Rijeka, Croatia,58.54,12.29,36.24,49.63,46.7,51.41,45.3270631,14.442176,2018
Split, Croatia,59.05,13.74,37.2,50.46,55.16,53.22,43.5081323,16.4401935,2018
Zagreb, Croatia,58,15.39,37.45,49.52,46.65,64.19,45.8150108,15.9819189,2018
Limassol, Cyprus,63.52,24.22,44.57,52.24,66.53,93.12,34.7071301,33.0226174,2018
Nicosia, Cyprus,66.23,17.22,42.59,53.67,78.46,90.59,35.1855659,33.3822764,2018
Brno, Czech Republic,50.29,19.26,35.32,44.77,34.98,73.86,49.1950602,16.6068371,2018
Olomouc, Czech Republic,45.99,13.01,30.08,43.34,31.6,79.5,49.593778,17.2508787,2018
Ostrava, Czech Republic,44.78,10.73,28.36,38.89,32.47,78.36,49.8209226,18.2625243,2018
Prague, Czech Republic,53.84,25.06,39.96,47.04,40.31,77.13,50.0755381,14.4378005,2018
Aalborg, Denmark,91.17,26.81,60.13,73.79,101.14,106.35,57.0488195,9.921747,2018
Arhus, Denmark,91.9,34.82,64.37,71.5,102.82,109.47,56.162939,10.203921,2018
Copenhagen, Denmark,97.62,50.66,74.97,77.53,121.23,113.31,55.6760968,12.5683372,2018
Santo Domingo, Dominican Republic,49.1,12.49,31.44,42.25,46.38,28.77,18.4860575,-69.9312117,2018
Cuenca, Ecuador,38.41,10.38,24.89,37.19,26.71,43.44,-2.9001285,-79.0058965,2018
Guayaquil, Ecuador,49.49,13.57,32.17,44.21,36.59,36.14,-2.1709979,-79.9223592,2018
Quito, Ecuador,48.84,14.05,32.06,47.67,36.41,34.37,-0.1806532,-78.4678382,2018
Cairo, Egypt,26.49,5.43,16.33,23.23,22.55,25.27,30.0444196,31.2357116,2018
San Salvador, El Salvador,50.29,12.78,32.2,51.28,37.29,28.62,13.6929403,-89.2181911,2018
Tallinn, Estonia,60.51,17.66,39.84,45.31,61.04,74.02,59.4369608,24.7535747,2018
Tartu, Estonia,55.49,14.44,35.69,42.41,55.7,75.23,58.377983,26.7290383,2018
Addis Ababa, Ethiopia,50.3,24.39,37.8,43.58,22.5,13.57,8.9806034,38.7577605,2018
Tampere, Finland,87.2,28.89,59.08,73.89,96.76,111.28,61.4977524,23.7609535,2018
Turku, Finland,82.18,25.55,54.87,69.79,88.89,125.14,60.4518126,22.2666302,2018
Lille, France,78.34,24.7,52.47,65.77,74.43,89.56,50.62925,3.057256,2018
Lyon, France,84.47,28.04,57.26,77.74,79.13,101.17,45.764043,4.835659,2018
Marseille, France,69.66,23.92,47.6,61.91,69.58,104.22,43.296482,5.36978,2018
Paris, France,92.87,50.3,72.34,87.29,91.77,97.62,48.856614,2.3522219,2018
Toulouse, France,82.85,24.97,54.94,77.86,82.38,113.77,43.604652,1.444209,2018
Tbilisi, Georgia,29.73,10.6,20.5,24.65,29.18,35.61,41.7151377,44.827096,2018
Aachen, Germany,71.81,24.48,48.99,57.78,64.67,128.79,50.7753455,6.0838868,2018
Berlin, Germany,74.32,33.54,54.65,60.74,65.57,114.09,52.5200066,13.404954,2018
Bonn, Germany,73.61,29.24,52.21,55,70.68,118.12,50.73743,7.0982068,2018
Bremen, Germany,73.41,22.22,48.72,59.15,70.25,131.14,53.0792962,8.8016936,2018
Cologne, Germany,74.02,29.75,52.67,55.97,73.95,131.06,50.937531,6.9602786,2018
Dresden, Germany,71.22,22.95,47.94,56.07,59.77,105.93,51.0504088,13.7372621,2018
Dusseldorf, Germany,82.48,36.34,60.23,65.69,74.97,114.5,51.2277411,6.7734556,2018
Frankfurt, Germany,81.65,37.59,60.4,66.85,81.18,142.76,50.1109221,8.6821267,2018
Hamburg, Germany,80.75,33.61,58.02,64.85,77.19,116.06,53.5510846,9.9936819,2018
Heidelberg, Germany,77.3,37.21,57.96,61.01,75.28,133.23,49.3987524,8.6724335,2018
Karlsruhe, Germany,75.8,23.89,50.76,57.26,80.6,136.82,49.0068901,8.4036527,2018
Leipzig, Germany,72.4,20.19,47.22,54.51,64.82,91.69,51.3396955,12.3730747,2018
Munich, Germany,84.78,46.46,66.3,72.97,82.46,118.19,48.1351253,11.5819805,2018
Nuremberg, Germany,72.57,25.08,49.67,55.83,71.58,127.52,49.4521018,11.0766654,2018
Stuttgart, Germany,74.53,34.86,55.4,55.57,72.07,134.02,48.7758459,9.1829321,2018
Accra, Ghana,61.93,32.3,47.64,60.07,40.1,14.07,5.6037168,-0.1869644,2018
Athens, Greece,64.67,13.97,40.22,51.34,64.82,52.86,37.9838096,23.7275388,2018
Patras, Greece,57.35,9.41,34.23,46.44,53.51,64.63,38.2466395,21.734574,2018
Thessaloniki, Greece,64.94,11.57,39.2,52.32,61.77,48.72,40.6400629,22.9444191,2018
Guatemala City, Guatemala,46.97,15.52,31.8,43.64,37.17,41.41,14.6349149,-90.5068824,2018
Hong Kong, Hong Kong,78.72,79.54,79.12,83.47,56.17,82.86,22.3193039,114.1693611,2018
Budapest, Hungary,51,18.08,35.12,40.71,40.43,55.54,47.497912,19.040235,2018
Debrecen, Hungary,44.92,10.34,28.24,37.81,33.04,48.52,47.5316049,21.6273124,2018
Reykjavik, Iceland,123.78,57.25,91.7,118.15,133.19,88.95,64.146582,-21.9426354,2018
Ahmedabad, India,28.67,6.24,17.85,31.42,20.13,73.59,23.022505,72.5713621,2018
Bangalore, India,30.34,9.76,20.41,31.47,20.23,100.26,12.9715987,77.5945627,2018
Bhubaneswar, India,24.89,4.68,15.14,28.22,14.91,57.56,20.2960587,85.8245398,2018
Chandigarh, India,29.04,6.47,18.15,29.4,20.18,68.83,30.7333148,76.7794179,2018
Chennai, India,28.42,7.12,18.14,31.17,18.26,72.34,13.0826802,80.2707184,2018
Coimbatore, India,24.61,5.35,15.32,25.23,15.21,53.23,11.0168445,76.9558321,2018
Delhi, India,32.14,9.74,21.34,30.67,27.54,78.33,28.7040592,77.1024902,2018
Goa, India,28.3,8.27,18.64,29.8,22.96,54.55,15.2993265,74.123996,2018
Gurgaon, India,34.9,10.96,23.36,32.59,30.88,110.97,28.4594965,77.0266383,2018
Hyderabad, India,26.92,6.89,17.26,27.6,18.93,80.9,17.385044,78.486671,2018
Indore, India,28.06,4.66,16.78,27.74,17.77,50.42,22.7195687,75.8577258,2018
Jaipur, India,27.11,5.19,16.54,27.65,18.48,76.5,26.9124336,75.7872709,2018
Kochi, India,24.65,6.31,15.8,26.93,13.94,77.7,9.9312328,76.2673041,2018
Kolkata, India,27.99,7.77,18.24,28.53,23.18,56.3,22.572646,88.363895,2018
Lucknow (Lakhnau), India,27.55,4.9,16.62,27.25,18.76,76.1,26.8466937,80.946166,2018
Mangalore, India,25.46,5.7,15.93,26.85,16.04,94.53,12.9141417,74.8559568,2018
Mumbai, India,32.59,22.72,27.83,32.94,26.68,73.49,19.0759837,72.8776559,2018
Mysore, India,25.2,4.01,14.98,29.39,13.31,42.49,12.2958104,76.6393805,2018
Nagpur, India,26.23,4.96,15.97,26.55,18.73,95.19,21.1458004,79.0881546,2018
Navi Mumbai, India,23.44,6.25,15.15,24.02,14.14,111.99,19.0330488,73.0296625,2018
Noida, India,32.37,6.56,19.92,33.12,24.04,95.95,28.5355161,77.3910265,2018
Pune, India,29.66,7.95,19.19,30.75,21.4,99.44,18.5204303,73.8567437,2018
Surat, India,28.66,4.69,17.1,31.97,19.84,57.84,21.1702401,72.8310607,2018
Thane, India,29.82,9.3,19.92,31.07,21.18,70.55,19.2183307,72.9780897,2018
Thiruvananthapuram, India,20.86,5.1,13.26,21.98,12.06,66.25,8.5241391,76.9366376,2018
Vadodara, India,25.59,4.01,15.18,27.85,16.02,80.63,22.3071588,73.1812187,2018
Visakhapatnam, India,24.66,4.85,15.11,25.83,18.07,63.97,17.6868159,83.2184815,2018
Bali, Indonesia,43.73,8.12,26.56,49.07,25.29,29.2,-8.3405389,115.0919509,2018
Bandung, Indonesia,37.68,6.05,22.42,43.19,17.12,33.9,-6.9174639,107.6191228,2018
Jakarta, Indonesia,46.47,19.34,33.39,49.49,26.34,34.8,-6.2087634,106.845599,2018
Surabaya, Indonesia,39.24,8.6,24.46,43.32,18.67,37.58,-7.2574719,112.7520883,2018
Yogyakarta, Indonesia,40.01,6.09,23.65,45.78,14.56,30.25,-7.7955798,110.3694896,2018
Tehran, Iran,37.8,19.93,29.18,34.45,30.9,43.28,35.6891975,51.3889736,2018
Baghdad, Iraq,46.05,14.76,30.96,40.35,42.03,52.05,33.315241,44.3660671,2018
Irbil, Iraq,49.08,13.91,32.12,41.62,43.07,49.2,36.2062933,44.0088697,2018
Cork, Ireland,82.89,39.97,62.19,67.32,91.87,105.57,51.8985143,-8.4756035,2018
Dublin, Ireland,89.92,62.13,76.52,73.62,95.64,88.11,53.3498053,-6.2603097,2018
Galway, Ireland,80.22,34.58,58.21,70.9,81.75,100.11,53.270668,-9.0567905,2018
Limerick, Ireland,92.73,27.71,61.37,87.15,82.93,93.93,52.6638367,-8.6267343,2018
Haifa, Israel,81.81,20.68,52.33,66.6,91.38,120.61,32.7940463,34.989571,2018
Jerusalem, Israel,89.62,38.43,64.93,74.2,96.35,84.17,31.768319,35.21371,2018
Ramat Gan, Israel,82.84,36.93,60.7,67.32,89.36,112.25,32.068424,34.824785,2018
Tel Aviv-Yafo, Israel,90.36,51.55,71.65,76.9,97.21,101.36,32.0852999,34.7817676,2018
Bergamo, Italy,77.71,22.05,50.87,64.43,91.76,89.37,45.6982642,9.6772698,2018
Florence, Italy,86.9,31.81,60.34,76.28,87.67,66.09,43.7695604,11.2558136,2018
Genoa, Italy,85.04,21.49,54.39,74.03,83.87,71.66,44.4056499,8.946256,2018
Milan, Italy,85.1,43.65,65.11,75.56,92.27,71.94,45.4642035,9.189982,2018
Naples, Italy,71.14,19.85,46.41,66.45,63.1,59.99,40.8517983,14.26812,2018
Padova, Italy,81.77,23.89,53.85,67.49,78.91,77.42,45.4064349,11.8767611,2018
Parma, Italy,80.69,25.04,53.85,71.96,87.4,84.79,44.801485,10.3279036,2018
Rome, Italy,78.8,40.24,60.2,68.34,85.32,72.78,41.9027835,12.4963655,2018
Trieste, Italy,77.97,21.54,50.76,72.67,80.97,90.05,45.6495264,13.7768182,2018
Turin, Italy,74.94,23.25,50.01,61.62,76.26,85.62,45.0703393,7.686864,2018
Osaka, Japan,78.5,23.88,52.16,79.2,45.06,109.62,34.6937249,135.5022535,2018
Tokyo, Japan,93.81,37.07,66.45,99.67,58.93,106.42,35.6761919,139.6503106,2018
Amman, Jordan,58.47,14.58,37.3,49.55,55.56,41.83,31.9453666,35.9283716,2018
Almaty, Kazakhstan,36.05,11.72,24.31,28.66,35.51,46.81,43.2220146,76.8512485,2018
Astana, Kazakhstan,37.51,14.88,26.6,32.67,38.79,40.49,51.1605227,71.4703558,2018
Nairobi, Kenya,42.06,12.27,27.7,40.4,34.31,27.87,-1.2920659,36.8219462,2018
Riga, Latvia,54.87,15.23,35.75,42.56,51.15,53.77,56.9496487,24.1051865,2018
Beirut, Lebanon,65.03,34.98,50.54,47.46,66.58,52.68,33.8937913,35.5017767,2018
Kaunas, Lithuania,52.56,12.38,33.19,41.09,45.84,57.97,54.8985207,23.9035965,2018
Vilnius, Lithuania,54.26,17.9,36.72,42.58,49.97,56.97,54.6871555,25.2796514,2018
